"","time","cl.1","cl.2","ccr","ccrStdev","ari","ariStdev"
"1",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"2",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"3",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"4",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"5",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"6",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"7",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"8",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"9",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"10",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"11",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"12",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"13",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"14",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"15",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"16",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"17",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"18",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"19",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"20",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"21",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"22",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"23",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"24",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"25",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"26",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"27",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"28",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"29",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"30",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"31",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"32",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"33",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"34",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"35",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"36",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"37",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"38",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"39",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"40",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"41",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"42",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"43",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"44",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"45",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"46",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"47",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"48",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"49",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"50",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"51",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"52",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"53",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"54",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"55",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"56",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"57",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"58",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"59",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"60",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"61",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"62",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"63",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"64",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"65",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"66",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"67",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"68",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"69",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"70",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"71",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"72",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"73",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"74",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"75",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"76",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"77",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"78",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"79",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"80",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"81",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"82",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"83",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"84",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"85",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"86",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"87",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"88",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"89",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"90",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"91",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"92",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"93",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"94",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"95",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"96",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"97",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"98",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"99",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"100",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"101",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"102",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"103",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"104",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"105",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"106",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"107",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"108",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"109",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
"110",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"111",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"112",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"113",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"114",8.69133760134379,0,1,0.469565217391304,NA,-0.0546346461164967,NA
"115",8.69133760134379,1,0,0.469565217391304,NA,-0.0546346461164967,NA
