"","a.1","a.2","a.3","a.4","a.5","b","d","nux","prop","mu.1","mu.2","mu.3","mu.4","mu.5","mu.6","mu.7","mu.8","mu.9","mu.10","mu.11","mu.12","mu.13","mu.14","mu.15","Q.1","Q.2","Q.3","Q.1.1","Q.2.1","Q.3.1","Q.1.2","Q.2.2","Q.3.2","Q.4","Q.5","Q1.ev1","Q1.ev2","Q1.ev3","Q1.ev4","Q1.ev5","Q1.ev6","Q1.ev7","Q1.ev8","Q1.ev9","Q1.ev10","Q1.ev11","Q1.ev12","Q1.ev13","Q1.ev14","Q1.ev15","Q1.ev1.1","Q1.ev2.1","Q1.ev3.1","Q1.ev4.1","Q1.ev5.1","Q1.ev6.1","Q1.ev7.1","Q1.ev8.1","Q1.ev9.1","Q1.ev10.1","Q1.ev11.1","Q1.ev12.1","Q1.ev13.1","Q1.ev14.1","Q1.ev15.1","Q1.ev1.2","Q1.ev2.2","Q1.ev3.2","Q1.ev4.2","Q1.ev5.2","Q1.ev6.2","Q1.ev7.2","Q1.ev8.2","Q1.ev9.2","Q1.ev10.2","Q1.ev11.2","Q1.ev12.2","Q1.ev13.2","Q1.ev14.2","Q1.ev15.2","model","method","dfupdate","dfconstr"
"1",5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,176.395201078413,3,10.9903547455364,0.269565217391304,56.6520798654604,57.737342499253,60.8389026480316,54.3811785494174,35.4433169217325,135.95868915394,66.4328396149488,38.2557343376763,23.0455438528995,20.0806683215426,26.9690638268664,31.3583597915773,40.3542346251099,45.6828629283646,48.5484046546096,-0.243206356583115,0.270305326054665,-0.492030573619055,-0.182580133241832,0.080500952119557,-0.329672825496641,-0.171789707877162,-0.403115266648736,0.421701021673443,-0.0708279073991589,0.00356099624395955,-0.243206356583115,0.270305326054665,-0.492030573619055,-0.0389468665705968,0.178106974018179,0.702795266974522,-0.352793834032418,0.254902680310194,-0.497071763535975,0.129401082979622,-0.0383425054110685,-0.877874860131258,-1.47006185862813,-0.937744640819657,0.524180158973179,-0.182580133241832,0.080500952119557,-0.329672825496641,-0.199391791133173,-0.0750071975536834,0.525532852555925,-0.0647326879303719,0.551032939257584,0.244142667837509,-0.0907976041897614,-0.158371770765713,1.29395871516294,-0.825555227812569,1.24868865947042,0.81003545392053,-0.171789707877162,-0.403115266648736,0.421701021673443,-0.0708279073991589,0.00356099624395955,-0.15212516844717,0.301689407787177,0.258966879879407,0.561008361518455,-0.407347733459254,0.185229859307584,-0.662439710899587,0.261344111529281,-0.565353451563895,-1.88261975737727,"ABKQKDK","bic","approx","no"
"2",5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,412.612784064133,3,14.0764813075715,0.365217391304348,57.2250495057675,63.4004938994301,58.010019928771,63.5794776731299,35.8973932333293,165.417223288628,101.457738678232,46.1538651243095,34.1014050134551,26.0253717452266,39.0393849215213,39.7865444649269,64.3502111916657,56.7723002649449,58.5130746120343,-0.281244021862762,0.15519874321607,-0.429490857395604,-0.25160080524348,0.0319229143964001,-0.297288432145944,-0.149558839680853,-0.487176163091809,0.384340447662265,-0.156924489476069,0.0997437883010321,-0.281244021862762,0.15519874321607,-0.429490857395604,-0.122069613357637,0.349560740820301,0.780853291029587,0.186240418767399,-0.044631426844642,0.231213492222255,0.0692327508941246,-0.342118373981126,0.0685167730944623,1.5855656288965,1.28327728753632,-0.882369952195713,-0.25160080524348,0.0319229143964001,-0.297288432145944,-0.0571583642671363,-0.226797154332797,0.914906996917328,-0.153497109917037,0.469829563014784,0.106661610216102,-0.0212494096449956,0.183489395261187,-0.411218978269759,0.968062735943012,-1.60050408933996,-1.09014651720769,-0.149558839680853,-0.487176163091809,0.384340447662265,-0.156924489476069,0.0997437883010321,-0.356651453037441,0.565879708092243,0.56449693134391,0.451575850284515,-0.406624098881999,-0.11022393750859,0.824848245508568,-0.0914913238806783,0.486976518438985,1.9170698093302,"ABKQKDK","bic","approx","no"
"3",5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,100.009747858675,5,7.03987803728012,0.365217391304348,64.0777730909469,65.7751495163411,58.2193658692284,69.7083966764009,41.9057103296451,151.327543806017,68.7287057776301,39.421722323339,16.6454659244305,26.0059213083926,22.7783374863184,29.0748447592754,46.684802361081,52.5593072357036,58.5676060845983,-0.174927370547555,0.0809568252040829,-0.409019439779283,-0.12878288545894,0.0885602865914963,-0.577982012904183,-0.241740049240545,-0.327087817650044,0.273413640504285,-0.0855393999086014,0.0901849668845779,-0.174927370547555,0.0809568252040829,-0.409019439779283,-0.0574620138269765,0.0603296532580785,-0.523285133463154,0.559357036916876,0.0830236399112025,0.26334547928054,-0.340226495726562,0.881090795596334,0.793590504658781,-1.02567739412523,-1.07662495065091,0.850496864186019,-0.12878288545894,0.0885602865914963,-0.577982012904183,-0.0170591384251047,-0.140922566029357,-0.209917172709834,0.0342451487609931,-0.923260474101836,0.176763365797107,0.56879552776381,-0.1291776770084,-0.671072595638883,-0.665431599370249,1.38583990648207,0.932333149207858,-0.241740049240545,-0.327087817650044,0.273413640504285,-0.0855393999086014,0.0901849668845779,-0.193052319320612,-0.440124597069661,-0.764871930900121,-1.29236770793621,0.73781934335009,0.487767148919819,-0.317415546064973,0.228845054725343,-0.0863913161811342,-1.28294665863498,"ABKQKDK","bic","approx","no"
"4",5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,176.395201078413,3,10.9903547455364,0.269565217391304,56.6520798654604,57.737342499253,60.8389026480316,54.3811785494174,35.4433169217325,135.95868915394,66.4328396149488,38.2557343376763,23.0455438528995,20.0806683215426,26.9690638268664,31.3583597915773,40.3542346251099,45.6828629283646,48.5484046546096,-0.18958290144271,-0.0299836164218477,-0.245458528006456,-0.187334992485353,-0.0306692360185159,-0.300665501035428,-0.214034664139461,-0.250702765881586,-0.0729047536065103,0.230508420590963,-0.272378656921739,-0.18958290144271,-0.0299836164218477,-0.245458528006456,0.0390752666021779,-0.194753497227277,-0.480919045958562,-0.391547122826838,0.472980712516008,-0.440990558346067,0.462882755403107,-0.933475586940492,-0.590760777192843,0.678656880061334,0.524052061665297,-0.378279009496019,-0.187334992485353,-0.0306692360185159,-0.300665501035428,-0.0617132224214661,-0.0209774407181216,-0.330387064406681,-0.0976496316339617,0.153988299930922,-0.747622308033888,-0.609223472545391,0.178420373860758,0.86692362301299,0.251078700970821,-0.93277346933283,-0.576699092652209,-0.214034664139461,-0.250702765881586,-0.0729047536065103,0.230508420590963,-0.272378656921739,0.252511545965719,-0.136787643315338,-0.0364320969820926,1.15886277360528,-0.247865725183602,-0.617507343154835,-0.179981467259157,-0.703043025789793,-0.128539230521151,0.773469515691643,"ABKQKDK","bic","approx","no"
"5",5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,412.612784064133,3,14.0764813075715,0.365217391304348,57.2250495057675,63.4004938994301,58.010019928771,63.5794776731299,35.8973932333293,165.417223288628,101.457738678232,46.1538651243095,34.1014050134551,26.0253717452266,39.0393849215213,39.7865444649269,64.3502111916657,56.7723002649449,58.5130746120343,-0.109520308437555,-0.164440210790036,-0.224789623815748,-0.0152016386103629,0.0210347182642257,-0.268936140607056,-0.11345648285238,-0.155194117796056,0.0755133435907957,-0.0384682524613474,-0.109372777749888,-0.109520308437555,-0.164440210790036,-0.224789623815748,-0.178123283933325,0.245205707653701,-0.030729594127472,-0.344623438908223,-0.99769658729871,0.551661184629473,-0.611551046039365,0.675139143399484,0.129248613400719,-0.537589810843474,-0.176794521724535,-0.0699729079950792,-0.0152016386103629,0.0210347182642257,-0.268936140607056,0.0298233320875823,0.061617586556558,-0.409134414114335,0.533648507728576,0.54389309287373,0.975789117845071,0.275736599049012,-0.306886006249187,-0.692291115504911,-0.0635358926922945,0.520592634167134,0.26486467230455,-0.11345648285238,-0.155194117796056,0.0755133435907957,-0.0384682524613474,-0.109372777749888,0.592437829519542,-0.218659325559028,0.592651342365303,-0.975666505433128,-0.01359971653192,0.0983404376555013,0.307798783428222,0.827761354205862,0.102493065108846,-0.462794518705843,"ABKQKDK","bic","approx","no"
"6",5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,100.009747858675,5,7.03987803728012,0.365217391304348,64.0777730909469,65.7751495163411,58.2193658692284,69.7083966764009,41.9057103296451,151.327543806017,68.7287057776301,39.421722323339,16.6454659244305,26.0059213083926,22.7783374863184,29.0748447592754,46.684802361081,52.5593072357036,58.5676060845983,-0.515413979316524,-0.660554164579713,0.287893223081442,-0.571373543751403,-0.314346652684001,0.270342551196045,-0.549599300710888,0.136566478167694,-0.541855370677312,0.62522673903081,-0.154511482898916,-0.515413979316524,-0.660554164579713,0.287893223081442,0.745341522160325,0.0161346551169107,0.178330159242974,0.240927609761112,0.616082554388049,-0.614553761022596,0.52940492367426,-0.147945334457456,0.0210767056995007,0.371688129968443,0.0665743210378983,0.0972279081031241,-0.571373543751403,-0.314346652684001,0.270342551196045,0.924116108577133,0.217562707987404,0.480670116922973,-0.032077068422054,-0.538818711901239,-0.541986885981976,-0.20692915100901,0.191453564598039,0.497698748896484,0.00371202968604681,-0.285851737370669,-0.132812139322766,-0.549599300710888,0.136566478167694,-0.541855370677312,0.62522673903081,-0.154511482898916,-0.36198240870648,0.617164071669835,-0.52085199857406,0.585816869149649,-0.0172829700775684,0.445765425454883,-0.0531321181260325,-0.488035295368175,0.0239129579207842,0.215202220102701,"ABKQKDK","bic","approx","no"
"7",5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,176.395201078413,3,10.9903547455364,0.269565217391304,56.6520798654604,57.737342499253,60.8389026480316,54.3811785494174,35.4433169217325,135.95868915394,66.4328396149488,38.2557343376763,23.0455438528995,20.0806683215426,26.9690638268664,31.3583597915773,40.3542346251099,45.6828629283646,48.5484046546096,-0.308264278365562,0.280727242226331,0.112531839128864,-0.447782489261809,-0.062005412017575,0.122460031846912,-0.362675459160161,0.105817305181284,-0.0501274040740143,-0.698327448365422,0.616751371191211,-0.308264278365562,0.280727242226331,0.112531839128864,-0.816894560324799,-0.595189825984893,0.0889196254331079,-0.0101515994112826,-0.226399664199285,0.908519641579454,-0.478459901742089,-0.376046870730637,-0.00199244228095045,-0.354937047894838,-0.108917647442719,-0.0734806886453045,-0.447782489261809,-0.062005412017575,0.122460031846912,-0.987040369736719,0.0463328405904928,-0.495418483160705,-0.62062483207696,0.583757264132022,0.212310070448336,0.101509735861064,-0.179114467634172,-0.530996580086431,-0.0166746867219992,0.199970578309701,0.171766547115377,-0.362675459160161,0.105817305181284,-0.0501274040740143,-0.698327448365422,0.616751371191211,-0.225084427772143,-0.703803247458072,0.548888602490479,-0.315482278086896,0.0172282163228009,-0.668345858638103,-0.0728762087320425,0.420815731621149,-0.052885128917801,-0.118526909642884,"ABKQKDK","bic","approx","no"
"8",5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,412.612784064133,3,14.0764813075715,0.365217391304348,57.2250495057675,63.4004938994301,58.010019928771,63.5794776731299,35.8973932333293,165.417223288628,101.457738678232,46.1538651243095,34.1014050134551,26.0253717452266,39.0393849215213,39.7865444649269,64.3502111916657,56.7723002649449,58.5130746120343,-0.172750230131627,0.0704187963559209,0.221126462230844,-0.0845226047523642,0.0673704194081725,0.230278265097133,-0.0742867503506217,0.143987442779047,0.124911804102098,-0.41908648023298,-0.420692372432532,-0.172750230131627,0.0704187963559209,0.221126462230844,-0.192819402336093,0.308775327153674,-0.0667676409212819,-0.360038966199231,0.0867799446650517,-1.13785510733757,0.372449806195184,0.732745532835121,0.137136759222348,0.460101882527769,0.0713825052086766,0.186972220565729,-0.0845226047523642,0.0673704194081725,0.230278265097133,0.0639417120263067,-0.225014685314541,0.232985320880358,0.980792986751384,-0.792196721146455,0.197451458810179,0.271852615235254,0.225207058722122,0.71115916961393,0.215597086357224,-0.072589842539284,-0.338213523283324,-0.0742867503506217,0.143987442779047,0.124911804102098,-0.41908648023298,-0.420692372432532,0.709620273500918,0.494458592060324,-0.486018614697987,0.19877314612468,-0.227897353769728,0.886727947041916,0.0834972726401578,-0.57187613847628,0.0176533446109303,0.0891410865775691,"ABKQKDK","bic","approx","no"
"9",5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,100.009747858675,5,7.03987803728012,0.365217391304348,64.0777730909469,65.7751495163411,58.2193658692284,69.7083966764009,41.9057103296451,151.327543806017,68.7287057776301,39.421722323339,16.6454659244305,26.0059213083926,22.7783374863184,29.0748447592754,46.684802361081,52.5593072357036,58.5676060845983,-0.0950732723576702,0.127906321742569,-0.0138575660279,-0.0919171748026659,0.0385344349009907,0.0734358255355688,-0.0502202281377651,0.02288445922192,0.00326162388003923,0.0820418541975391,-0.0554892829125198,-0.0950732723576702,0.127906321742569,-0.0138575660279,0.062643194357896,0.0854479463712,-0.129466744475727,0.776446843400468,-0.726017282382348,0.57551861255051,0.441452848108208,-0.765416342049614,-0.0520750856136645,-0.535143674013929,0.0592238963800299,-0.134946819072651,-0.0919171748026659,0.0385344349009907,0.0734358255355688,-0.151570593937099,-0.286714500388691,0.0707700096191718,-0.126624295454967,0.563160382058253,-0.320744026117125,-0.654360123319104,-0.126354412545446,-0.781974251575817,-0.747326153453936,-0.343204071796101,0.559308986422379,-0.0502202281377651,0.02288445922192,0.00326162388003923,0.0820418541975391,-0.0554892829125198,-0.40596007603215,0.0535187467356181,-0.403496530920871,0.036156768718088,0.0800549059164323,-1.05100655464298,-0.0241865191889976,1.06419073462315,0.129626801635818,-0.0275240038636383,"ABKQKDK","bic","approx","no"
"10",5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,5883.81528913606,176.395201078413,3,10.9903547455364,0.269565217391304,56.6520798654604,57.737342499253,60.8389026480316,54.3811785494174,35.4433169217325,135.95868915394,66.4328396149488,38.2557343376763,23.0455438528995,20.0806683215426,26.9690638268664,31.3583597915773,40.3542346251099,45.6828629283646,48.5484046546096,-0.0965305713014989,0.0432606976037176,0.276692877657015,-0.042933278186526,0.082348724942596,0.0495300217859632,-0.0576576568471896,0.105159754214663,0.0477077379097712,-0.151631815198677,-0.431726947984683,-0.0965305713014989,0.0432606976037176,0.276692877657015,-0.0144873996573654,0.281049915272292,-0.110528286590382,-0.147652261505688,0.432051457781722,-0.139416227684853,-0.614356521479795,0.567333821487541,-0.703457513892006,0.846331089580274,-0.532192841305974,0.204085552074393,-0.042933278186526,0.082348724942596,0.0495300217859632,0.174677280134574,-0.2425203753837,-0.000465021867991807,0.154937196843416,-0.148482639515428,-0.133558026322248,-0.0693575066420754,0.196997721936536,0.259520971067503,1.03941677681922,0.945124705516598,-0.627269290634497,-0.0576576568471896,0.105159754214663,0.0477077379097712,-0.151631815198677,-0.431726947984683,0.0625280511714912,0.254055724953163,0.659824127873411,-0.404184950175388,0.0257207071075605,0.550521225649327,-0.892239878771583,-0.762893825282806,0.0644418041774207,0.251331218569642,"ABKQKDK","bic","approx","no"
