"","a.1","a.2","a.3","a.4","a.5","b","d","nux","prop","mu.1","mu.2","mu.3","mu.4","mu.5","mu.6","mu.7","mu.8","mu.9","mu.10","mu.11","mu.12","mu.13","mu.14","mu.15","Q.1","Q.2","Q.3","Q.1.1","Q.2.1","Q.3.1","Q.1.2","Q.2.2","Q.3.2","Q.4","Q.5","Q1.ev1","Q1.ev2","Q1.ev3","Q1.ev4","Q1.ev5","Q1.ev6","Q1.ev7","Q1.ev8","Q1.ev9","Q1.ev10","Q1.ev11","Q1.ev12","Q1.ev13","Q1.ev14","Q1.ev15","Q1.ev1.1","Q1.ev2.1","Q1.ev3.1","Q1.ev4.1","Q1.ev5.1","Q1.ev6.1","Q1.ev7.1","Q1.ev8.1","Q1.ev9.1","Q1.ev10.1","Q1.ev11.1","Q1.ev12.1","Q1.ev13.1","Q1.ev14.1","Q1.ev15.1","Q1.ev1.2","Q1.ev2.2","Q1.ev3.2","Q1.ev4.2","Q1.ev5.2","Q1.ev6.2","Q1.ev7.2","Q1.ev8.2","Q1.ev9.2","Q1.ev10.2","Q1.ev11.2","Q1.ev12.2","Q1.ev13.2","Q1.ev14.2","Q1.ev15.2","model","method","dfupdate","dfconstr"
"1",5143.14660233281,5143.14660233281,5143.14660233281,5143.14660233281,5143.14660233281,174.751862906144,3,9.53827735471631,0.269565217391304,56.5105128829058,57.661920938631,60.7609994383689,54.339069005257,35.4349970459843,135.931939120757,66.2902338800687,38.2117397978504,23.0010384315686,20.071578968284,26.9213531209577,31.3430541403626,40.1832187094147,45.620800318729,48.441119099121,-0.241399711347076,0.265698269100275,-0.493534613225605,0.182513812180623,0.0813241184031081,-0.330718666679427,-0.171781529813237,-0.403127237881306,0.421691220814288,-0.0708345781538874,0.00353669510206496,-0.241399711347076,0.265698269100275,-0.493534613225605,-0.0390252224891501,-0.18375822816077,0.699986558636025,-0.35943162211023,0.247006067225602,-0.50017798685788,0.128866313957881,-0.0390928210833961,-0.879592941463719,-1.47142666300187,-0.932291050334476,0.52716108822317,0.182513812180623,0.0813241184031081,-0.330718666679427,-0.199052930278118,-0.0751928520197521,0.52554511988445,-0.0686061744483404,-0.552649754265424,0.244663418673141,0.0907981199457436,-0.160304560383279,1.29463847256964,-0.817931989560248,1.24989872048295,0.812419926344619,-0.171781529813237,-0.403127237881306,0.421691220814288,-0.0708345781538874,0.00353669510206496,-0.151961404167227,0.301734365354197,0.259010483917635,0.56093179860782,-0.407165886584321,0.185909842257712,0.662436512781322,0.261304879029879,0.565382133050148,-1.88261303627529,"AKBKQKDK","bic","numeric","yes"
"2",8769.44893993951,8769.44893993951,8769.44893993951,8769.44893993951,8769.44893993951,415.711425418953,3,9.53827735471631,0.365217391304348,57.2313954823315,63.4133237913859,58.0124762662496,63.5585591083596,35.8852253287119,165.271898516036,101.482201636403,46.170498540677,34.1158159744661,26.0294935164904,39.0143450053553,39.8145737480805,64.402175556317,56.8189828206317,58.5446553999117,-0.280241588121484,0.152098405822283,-0.430681580018893,0.251835299326736,0.032747125495619,-0.297977361513053,-0.149550297122886,-0.487175009991115,0.384322281071048,-0.15694278478079,0.0997002186881097,-0.280241588121484,0.152098405822283,-0.430681580018893,-0.122076411897131,-0.354426469571531,0.780507931340177,0.181025042455433,-0.0415600036249228,0.231447201085443,0.0718575121205518,-0.341370129051573,0.0707971338242886,1.59073262494465,1.27359331168517,-0.886805744539003,0.251835299326736,0.032747125495619,-0.297977361513053,-0.0577994866150446,-0.225521944105107,0.914663807773977,-0.155150898089782,-0.468112952756316,0.104660729530033,0.0205769550938852,0.184351525941156,-0.414045436470393,0.959042159354751,-1.6042250340182,-1.0923121740768,-0.149550297122886,-0.487175009991115,0.384322281071048,-0.15694278478079,0.0997002186881097,-0.356405472791991,0.566002091184516,0.564604026561356,0.451574096067607,-0.406729449880762,-0.109646443809028,-0.824884457205203,-0.0914522205252378,-0.487011607232814,1.91704181117941,"AKBKQKDK","bic","numeric","yes"
"3",4506.87327285732,4506.87327285732,4506.87327285732,4506.87327285732,4506.87327285732,99.9916873094204,5,9.53827735471631,0.365217391304348,64.0755017576674,65.7724277917946,58.2180938039198,69.7075394022642,41.9057547715718,151.327072515657,68.7271554319158,39.4216728725764,16.6454826072302,26.0065614136363,22.7782616434631,29.0745808318178,46.6843959436074,52.5572818961092,58.5665024343184,-0.173890478463715,0.0785439578791312,-0.411527689240256,0.129001518565176,0.0895367977561542,-0.577235107909806,-0.24174023905758,-0.327103012168705,0.273413614070192,-0.0855260570961436,0.0902369795097572,-0.173890478463715,0.0785439578791312,-0.411527689240256,-0.0569464951908811,-0.0542270862070055,-0.519099199758387,0.563154235992959,0.0889076033249384,0.262139407411051,-0.342921681380691,0.880891476040151,0.791373635663082,-1.03127253333768,-1.0682427504083,0.854990006736646,0.129001518565176,0.0895367977561542,-0.577235107909806,-0.0158120770571791,-0.142064924634981,-0.211209226940966,0.0349437427987082,0.922434820642826,0.176242848288295,-0.569766212025033,-0.127291412560495,-0.668682952678246,-0.658344784793213,1.38974009073773,0.933727362593742,-0.24174023905758,-0.327103012168705,0.273413614070192,-0.0855260570961436,0.0902369795097572,-0.1932827618638,-0.439992502000336,-0.76489958429963,-1.29234168136442,0.738635322413733,0.486594831659997,0.317441350401632,0.228833881356107,0.0864258753840546,-1.2829292549393,"AKBKQKDK","bic","numeric","yes"
"4",5143.14660233281,5143.14660233281,5143.14660233281,5143.14660233281,5143.14660233281,174.751862906144,3,9.53827735471631,0.269565217391304,56.5105128829058,57.661920938631,60.7609994383689,54.339069005257,35.4349970459843,135.931939120757,66.2902338800687,38.2117397978504,23.0010384315686,20.071578968284,26.9213531209577,31.3430541403626,40.1832187094147,45.620800318729,48.441119099121,-0.189609369491599,-0.0312618970108833,-0.24583863638229,0.187267049590908,-0.0305296603132385,-0.300337050504348,-0.214043018294715,-0.250700270341368,-0.072906062581899,0.230514221197684,-0.27236924199633,-0.189609369491599,-0.0312618970108833,-0.24583863638229,0.0391911967778028,0.198111279158036,-0.481809707359973,-0.39244712362391,0.466729165590108,-0.444375545383139,0.463501058025968,-0.934212206754806,-0.588659336533115,0.680341547311188,0.520204593059075,-0.380873392508174,0.187267049590908,-0.0305296603132385,-0.300337050504348,-0.0603198379161187,-0.0214045512025495,-0.330544364714672,-0.0965580234347113,-0.153118768987977,-0.746570747201539,0.611232491576907,0.175016844944864,0.86628276498067,0.246567146604281,-0.934655880226875,-0.577497292063405,-0.214043018294715,-0.250700270341368,-0.072906062581899,0.230514221197684,-0.27236924199633,0.252474558304925,-0.136903790449808,-0.036520165275565,1.15887650921972,-0.249004906740896,-0.617005435317305,0.179968369497204,-0.703052939557467,0.128502437432502,0.773471058168383,"AKBKQKDK","bic","numeric","yes"
"5",8769.44893993951,8769.44893993951,8769.44893993951,8769.44893993951,8769.44893993951,415.711425418953,3,9.53827735471631,0.365217391304348,57.2313954823315,63.4133237913859,58.0124762662496,63.5585591083596,35.8852253287119,165.271898516036,101.482201636403,46.170498540677,34.1158159744661,26.0294935164904,39.0143450053553,39.8145737480805,64.402175556317,56.8189828206317,58.5446553999117,-0.109683560612729,-0.166079085763545,-0.223248551137232,0.0158908424396561,0.0216141024276401,-0.268854801649883,-0.113460648351869,-0.155188917617154,0.0755160637499941,-0.0384714653098364,-0.109343768811707,-0.109683560612729,-0.166079085763545,-0.223248551137232,-0.178051625074289,-0.245816689317751,-0.0344131652039354,-0.337218879782498,-0.995505977720916,0.560836697421055,-0.611005672234066,0.676140092176421,0.127249196921787,-0.536700173393175,-0.176045095831333,-0.0689150492098792,0.0158908424396561,0.0216141024276401,-0.268854801649883,0.0306378153059419,0.0607356433082648,-0.407761159732245,0.53367646541142,-0.545138683733778,0.975648943213349,-0.277083653379382,-0.303400694646993,-0.692847405424162,-0.0614325841785569,0.521325640147693,0.265197132747132,-0.113460648351869,-0.155188917617154,0.0755160637499941,-0.0384714653098364,-0.109343768811707,0.592369586897424,-0.21895151949352,0.592669389503218,-0.975654301584371,-0.0131989251932036,0.0982283012278575,-0.307774456971527,0.827772774948336,-0.10245996579919,-0.462791708505238,"AKBKQKDK","bic","numeric","yes"
"6",4506.87327285732,4506.87327285732,4506.87327285732,4506.87327285732,4506.87327285732,99.9916873094204,5,9.53827735471631,0.365217391304348,64.0755017576674,65.7724277917946,58.2180938039198,69.7075394022642,41.9057547715718,151.327072515657,68.7271554319158,39.4216728725764,16.6454826072302,26.0065614136363,22.7782616434631,29.0745808318178,46.6843959436074,52.5572818961092,58.5665024343184,-0.519173083917736,-0.655466771619476,0.294247332270181,0.570695176736249,-0.31652634426378,0.271040402219973,-0.549615591273638,0.13659816382446,-0.541819954541056,0.625241523183564,-0.15452516853529,-0.519173083917736,-0.655466771619476,0.294247332270181,0.74514167801795,-0.0180241053574672,0.177945620245217,0.235979264944625,0.613312801605999,-0.620765913188279,0.527404056052367,-0.148679336843349,0.0221727484527229,0.371070745542051,0.0660970166978683,0.0969171241756851,0.570695176736249,-0.31652634426378,0.271040402219973,0.921557895919094,0.2205655408172,0.482390572208934,-0.0319181415845464,0.5401773104325,-0.541176509144746,0.207292787082292,0.18906249251423,0.498469699307017,0.00258352966614582,-0.286154092701174,-0.132881088790788,-0.549615591273638,0.13659816382446,-0.541819954541056,0.625241523183564,-0.15452516853529,-0.361738110790886,0.617373727078665,-0.520796643392339,0.585742774981883,-0.0167611835680662,0.445851396279655,0.0530871865555728,-0.488034543731943,-0.0239246423208134,0.215196646673424,"AKBKQKDK","bic","numeric","yes"
"7",5143.14660233281,5143.14660233281,5143.14660233281,5143.14660233281,5143.14660233281,174.751862906144,3,9.53827735471631,0.269565217391304,56.5105128829058,57.661920938631,60.7609994383689,54.339069005257,35.4349970459843,135.931939120757,66.2902338800687,38.2117397978504,23.0010384315686,20.071578968284,26.9213531209577,31.3430541403626,40.1832187094147,45.620800318729,48.441119099121,-0.306869417923586,0.283105639364971,0.109714721733155,0.447398699114218,-0.0619149968614444,0.121143175077743,-0.362674810215555,0.10583677179743,-0.0501207364539995,-0.69834741256786,0.61673418244562,-0.306869417923586,0.283105639364971,0.109714721733155,-0.816983628866167,0.594955543281716,0.0947939305143745,-0.0108857118002653,-0.220134137311523,0.911961596049815,-0.474743896947042,-0.374995599902146,-0.00223720469287102,-0.355335608499258,-0.107919037619065,-0.0733281100498692,0.447398699114218,-0.0619149968614444,0.121143175077743,-0.98510235849955,0.0432106390334739,-0.498759116685734,-0.621378476698081,-0.584189763278751,0.211375065374067,-0.100688759781701,-0.177116983697649,-0.532084715516671,-0.0156853093002455,0.200426674040371,0.171711669401915,-0.362674810215555,0.10583677179743,-0.0501207364539995,-0.69834741256786,0.61673418244562,-0.22537792593168,-0.70376464924568,0.548839094595922,-0.315362678885488,0.0163295334974783,-0.668393395449105,0.0729328399147938,0.42081623063468,0.0528891076107997,-0.118525927866069,"AKBKQKDK","bic","numeric","yes"
"8",8769.44893993951,8769.44893993951,8769.44893993951,8769.44893993951,8769.44893993951,415.711425418953,3,9.53827735471631,0.365217391304348,57.2313954823315,63.4133237913859,58.0124762662496,63.5585591083596,35.8852253287119,165.271898516036,101.482201636403,46.170498540677,34.1158159744661,26.0294935164904,39.0143450053553,39.8145737480805,64.402175556317,56.8189828206317,58.5446553999117,-0.17284012982353,0.0734393991522285,0.220246072439481,0.0851374657743105,0.0671751169618287,0.230502614576385,-0.074275546591242,0.143969209330528,0.12490567731031,-0.419073110644279,-0.420683009574408,-0.17284012982353,0.0734393991522285,0.220246072439481,-0.19256434064291,-0.309459710829092,-0.0740135616785158,-0.358555006676462,0.0759744114945417,-1.14052830064323,0.367282039877231,0.731628450353859,0.136801792702721,0.461035795292289,0.0698713206602032,0.187549141731698,0.0851374657743105,0.0671751169618287,0.230502614576385,0.0618602152269291,-0.223932625778181,0.235633629410132,0.979994726816248,0.790680768501272,0.198388349799395,-0.273916053573593,0.223408858427368,0.713090468156731,0.214833363726207,-0.0740581396569752,-0.338157938085937,-0.074275546591242,0.143969209330528,0.12490567731031,-0.419073110644279,-0.420683009574408,0.709812869614896,0.494231126374271,-0.48598514919686,0.198575281273183,-0.226678976032493,0.887071966477405,-0.0835861212119427,-0.571892620946251,-0.0176582379585358,0.0891407980039385,"AKBKQKDK","bic","numeric","yes"
"9",4506.87327285732,4506.87327285732,4506.87327285732,4506.87327285732,4506.87327285732,99.9916873094204,5,9.53827735471631,0.365217391304348,64.0755017576674,65.7724277917946,58.2180938039198,69.7075394022642,41.9057547715718,151.327072515657,68.7271554319158,39.4216728725764,16.6454826072302,26.0065614136363,22.7782616434631,29.0745808318178,46.6843959436074,52.5572818961092,58.5665024343184,-0.0943588769713287,0.128728128595797,-0.0163848587861741,0.0919340324612517,0.0384646103484843,0.0737344352029004,-0.050221164086936,0.022883632837797,0.00327682296162169,0.082045809130868,-0.0554967834115224,-0.0943588769713287,0.128728128595797,-0.0163848587861741,0.0630742524659262,-0.0816233873461902,-0.123803606933209,0.780350400214617,-0.716344567151782,0.583247647623556,0.4478466204311,-0.761499070632543,-0.0517718621026889,-0.535638441528787,0.0615594334148136,-0.136055355817314,0.0919340324612517,0.0384646103484843,0.0737344352029004,-0.150849297123139,-0.286508470423817,0.071135107436813,-0.126066986602951,-0.561472716952069,-0.320793331895091,0.655363186025374,-0.125374946497693,-0.783011198994226,-0.749004134522093,-0.339130215205929,0.559156002572347,-0.050221164086936,0.022883632837797,0.00327682296162169,0.082045809130868,-0.0554967834115224,-0.405956130294001,0.0536794104131217,-0.40352701401331,0.0362627380499688,0.078428039356765,-1.05110410900909,0.0242696237961118,1.06419279044906,-0.129611266669352,-0.0275322542989777,"AKBKQKDK","bic","numeric","yes"
"10",5143.14660233281,5143.14660233281,5143.14660233281,5143.14660233281,5143.14660233281,174.751862906144,3,9.53827735471631,0.269565217391304,56.5105128829058,57.661920938631,60.7609994383689,54.339069005257,35.4349970459843,135.931939120757,66.2902338800687,38.2117397978504,23.0010384315686,20.071578968284,26.9213531209577,31.3430541403626,40.1832187094147,45.620800318729,48.441119099121,-0.0966883590488758,0.0468462854507753,0.275892937754719,0.0430972157372384,0.0818893828304791,0.050137567416226,-0.0576621391971776,0.105158790387164,0.0477231996044503,-0.151627612720221,-0.431745982113849,-0.0966883590488758,0.0468462854507753,0.275892937754719,-0.0145705926463598,-0.281574750909445,-0.115105182384786,-0.146171733310239,0.429856754675545,-0.143706684596482,-0.618595881146558,0.561138668293725,-0.702219540597431,0.845752915003104,-0.534859619785124,0.20774489204139,0.0430972157372384,0.0818893828304791,0.050137567416226,0.174725019558561,-0.242103116797928,0.000911369690406942,0.155825725854253,0.148133620867584,-0.133022850645354,0.0696478287262633,0.196307569588164,0.261232157512405,1.04379788311315,0.940139298943795,-0.627084155841977,-0.0576621391971776,0.105158790387164,0.0477231996044503,-0.151627612720221,-0.431745982113849,0.0626818816725942,0.25397462094713,0.659869306853674,-0.404183161145921,0.0266821703627921,0.550464739674743,0.892202482935496,-0.762904140848408,-0.0644823415238643,0.251339946095657,"AKBKQKDK","bic","numeric","yes"
